2026-03-02 00:44:05 | MODIFIED | C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows-gather.db-wal
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.931.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 00:45:04 | CREATED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:04 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.932.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 00:45:05 | CREATED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.933.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.933.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.933.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.933.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.933.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.933.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.933.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.933.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.933.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.933.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.933.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.933.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.933.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.933.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.933.odl
2026-03-02 00:45:05 | CREATED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.934.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.934.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\settings\Personal\SettingsDatabase.db-wal
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\settings\Personal\SyncEngineDatabase.db-wal
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.934.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 00:45:05 | CREATED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.935.aodl
2026-03-02 00:45:05 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.935.aodl
2026-03-02 00:45:07 | MODIFIED | C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows-gather.db-wal
2026-03-02 00:45:07 | MODIFIED | C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows-gather.db
2026-03-02 00:45:07 | MODIFIED | C:\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows-gather.db-wal
2026-03-02 00:45:07 | MODIFIED | C:\Windows\Prefetch\SEARCHFILTERHOST.EXE-44162447.pf
2026-03-02 00:45:07 | MODIFIED | C:\Windows\Prefetch\SEARCHFILTERHOST.EXE-44162447.pf
2026-03-02 00:45:08 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.935.aodl
2026-03-02 00:45:08 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 00:45:08 | CREATED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.936.aodl
2026-03-02 00:45:08 | CREATED | C:\Users\hp world\AppData\Roaming\Code\User\workspaceStorage\16b7c7ad893b27922f971aa5ea6645b5\state.vscdb-journal
2026-03-02 00:45:08 | MODIFIED | C:\Users\hp world\AppData\Roaming\Code\User\workspaceStorage\16b7c7ad893b27922f971aa5ea6645b5\state.vscdb-journal
2026-03-02 00:45:08 | MODIFIED | C:\Users\hp world\AppData\Roaming\Code\User\workspaceStorage\16b7c7ad893b27922f971aa5ea6645b5\state.vscdb-journal
2026-03-02 00:45:08 | MODIFIED | C:\Users\hp world\AppData\Roaming\Code\User\workspaceStorage\16b7c7ad893b27922f971aa5ea6645b5\state.vscdb
2026-03-02 00:45:08 | MODIFIED | C:\Users\hp world\AppData\Roaming\Code\User\workspaceStorage\16b7c7ad893b27922f971aa5ea6645b5\state.vscdb-journal
2026-03-02 00:45:08 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 00:45:09 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.936.aodl
2026-03-02 00:45:09 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 00:45:09 | CREATED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.937.aodl
2026-03-02 00:45:09 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.937.aodl
2026-03-02 00:45:09 | MODIFIED | C:\Users\hp world\AppData\Local\Microsoft\OneDrive\logs\Personal\SyncEngine-2026-03-01.1915.3556.937.aodl
2026-03-02 10:11:52 | MODIFIED | C:\Users\hp world\AppData\Local\OGH\Optimizer_20260302.log
2026-03-02 10:11:52 | MODIFIED | C:\ProgramData\Microsoft\Windows\AppRepository\AD2F1837.BOAudioControl_1.47.308.0_neutral_~_v10z8vjag6ke6.xml
2026-03-02 10:11:52 | MODIFIED | C:\Windows\Temp\_avg_\nsfsp00000005.tmp
2026-03-02 10:11:53 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\python.exe
2026-03-02 10:11:53 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\python.exe
2026-03-02 10:11:54 | MODIFIED | C:\ProgramData\Microsoft\Windows\AppRepository\AD2F1837.HPInc.EnergyStar_2.0.11.0_neutral_~_v10z8vjag6ke6.xml
2026-03-02 10:11:54 | CREATED | C:\Users\HPWORL~1\AppData\Local\Temp\python-languageserver-cancellation\733aa43be2ec6e09728c513c60ecf5a6c0a796afc0\cancellation-27.tmp
2026-03-02 10:11:54 | CREATED | C:\Users\HPWORL~1\AppData\Local\Temp\python-languageserver-cancellation\733aa43be2ec6e09728c513c60ecf5a6c0a796afc0\cancellation-28.tmp
2026-03-02 10:11:54 | CREATED | C:\Users\HPWORL~1\AppData\Local\Temp\pyright-16636-M71N1qgFo7s2\bcca212c95333ee2d39c388fe9c39762d466a38537-a
2026-03-02 10:11:54 | MODIFIED | C:\ProgramData\Microsoft\Windows\AppRepository\Microsoft.Windows.Photos_2025.11120.5001.0_neutral_~_8wekyb3d8bbwe.xml
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\python.exe
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\python.exe
2026-03-02 10:11:54 | MODIFIED | C:\ProgramData\Microsoft\Windows\AppRepository\MicrosoftCorporationII.WindowsSubsystemForLinux_2.6.3.0_neutral_~_8wekyb3d8bbwe.xml
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Packages\AD2F1837.OMENCommandCenter_v10z8vjag6ke6\LocalCache\Local\HPOMEN\HPOMENBG_20260302.log
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\Lib\tkinter\__pycache__\__init__.cpython-312.pyc
2026-03-02 10:11:54 | CREATED | C:\Users\hp world\AppData\Local\Google\Chrome\User Data\f2219b89-6fb2-4fd0-98a2-21235e8176c8.tmp
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Google\Chrome\User Data\f2219b89-6fb2-4fd0-98a2-21235e8176c8.tmp
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Google\Chrome\User Data\f2219b89-6fb2-4fd0-98a2-21235e8176c8.tmp
2026-03-02 10:11:54 | CREATED | C:\Users\hp world\AppData\Local\Google\Chrome\User Data\Local State~RF280fdfe.TMP
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Google\Chrome\User Data\f2219b89-6fb2-4fd0-98a2-21235e8176c8.tmp
2026-03-02 10:11:54 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 10:11:54 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Google\Chrome\User Data\Local State
2026-03-02 10:11:54 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\DLLs\_tkinter.pyd
2026-03-02 10:11:54 | CREATED | C:\Users\hp world\AppData\Roaming\Code\User\workspaceStorage\16b7c7ad893b27922f971aa5ea6645b5\state.vscdb-journal
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\DLLs\tcl86t.dll
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Roaming\Code\User\workspaceStorage\16b7c7ad893b27922f971aa5ea6645b5\state.vscdb-journal
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\DLLs\tk86t.dll
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\DLLs\zlib1.dll
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Roaming\Code\User\workspaceStorage\16b7c7ad893b27922f971aa5ea6645b5\state.vscdb-journal
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Roaming\Code\User\workspaceStorage\16b7c7ad893b27922f971aa5ea6645b5\state.vscdb-journal
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Roaming\Code\User\workspaceStorage\16b7c7ad893b27922f971aa5ea6645b5\state.vscdb
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Roaming\Code\User\workspaceStorage\16b7c7ad893b27922f971aa5ea6645b5\state.vscdb-journal
2026-03-02 10:11:54 | MODIFIED | C:\Windows\Panther\monitor\WinSetupMon.log
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tcl8.6\encoding\cp1252.enc
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\Lib\tkinter\__pycache__\constants.cpython-312.pyc
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\Lib\tkinter\__pycache__\ttk.cpython-312.pyc
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\Lib\__pycache__\random.cpython-312.pyc
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\Lib\__pycache__\bisect.cpython-312.pyc
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\OneDrive\Desktop\Pro\venv\Lib\site-packages\psutil\__pycache__\__init__.cpython-312.pyc
2026-03-02 10:11:54 | MODIFIED | C:\ProgramData\Microsoft\Windows\AppRepository\Microsoft.GamingApp_2602.1001.5.0_neutral_~_8wekyb3d8bbwe.xml
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\Lib\__pycache__\signal.cpython-312.pyc
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\Lib\__pycache__\socket.cpython-312.pyc
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\DLLs\_socket.pyd
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\Lib\__pycache__\selectors.cpython-312.pyc
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\DLLs\select.pyd
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\Lib\__pycache__\subprocess.cpython-312.pyc
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\Lib\__pycache__\locale.cpython-312.pyc
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\OneDrive\Desktop\Pro\venv\Lib\site-packages\psutil\__pycache__\_common.cpython-312.pyc
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\OneDrive\Desktop\Pro\venv\Lib\site-packages\psutil\__pycache__\_ntuples.cpython-312.pyc
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\OneDrive\Desktop\Pro\venv\Lib\site-packages\psutil\__pycache__\_pswindows.cpython-312.pyc
2026-03-02 10:11:54 | MODIFIED | C:\Users\hp world\OneDrive\Desktop\Pro\venv\Lib\site-packages\psutil\_psutil_windows.pyd
2026-03-02 10:11:55 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tcl8.6\init.tcl
2026-03-02 10:11:55 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tcl8.6\tclIndex
2026-03-02 10:11:55 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tcl8.6\auto.tcl
2026-03-02 10:11:55 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tk8.6\tk.tcl
2026-03-02 10:11:55 | MODIFIED | C:\Users\hp world\AppData\Local\Programs\Python\Python312\tcl\tcl8.6\tm.tcl
